id,text,label,confidence_score,camera_id,location,time,state,split,clean_text,label_encoded,alert_level_HIGH,alert_level_LOW,alert_level_MEDIUM,city_Coimbatore,city_Cuddalore,city_Dindigul,city_Erode,city_Hosur,city_Kanchipuram,city_Karur,city_Kumbakonam,city_Madurai,city_Nagercoil,city_Namakkal,city_Salem,city_Sivakasi,city_Thanjavur,city_Thoothukudi,city_Tiruchirappalli,city_Tirunelveli,city_Tiruppur,city_Vellore,hour
233,"SOS gesture pattern detected near Sivakasi fireworks factory road, Hosur at 8:30 PM. Subject waving arms — possible request for help.",distress_signal,0.666666666666667,121,34,8:30 PM,Tamil Nadu,train,sos gesture pattern detected near sivakasi fireworks factory road hosur at 830 pm subject waving arms possible request for help,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20
234,"Female pedestrian walking with companion near Varadharaja Perumal temple road, Cuddalore at 3:00 AM. No threats detected. Status: SAFE.",safe,0.7037037037037042,693,46,3:00 AM,Tamil Nadu,train,female pedestrian walking with companion near varadharaja perumal temple road cuddalore at 300 am no threats detected status safe,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
235,"CCTV log — SIPCOT industrial area road, Karur: Female pedestrian in group of 4. Well-lit street. Time: 9:30 PM. SAFE.",safe,0.48148148148148184,173,32,9:30 PM,Tamil Nadu,test,cctv log sipcot industrial area road karur female pedestrian in group of 4 welllit street time 930 pm safe,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,21
236,Automated alert to Salem Police: Female safety concern at Varadharaja Perumal temple road at 10:45 PM. GPS coordinates transmitted.,being_followed,0.44444444444444464,41,46,10:45 PM,Tamil Nadu,train,automated alert to salem police female safety concern at varadharaja perumal temple road at 1045 pm gps coordinates transmitted,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,22
237,"AI alert — Thoothukudi port road, Karur: Person shadowing female for 400 metres since 1:00 AM. Intervention dispatched.",being_followed,0.8518518518518521,667,39,1:00 AM,Tamil Nadu,train,ai alert thoothukudi port road karur person shadowing female for 400 metres since 100 am intervention dispatched,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
238,"Tamil Nadu 112 Emergency integrated alert: Perambur street, Erode at 7:45 PM. Female distress signal. Unit en route.",being_followed,0.0740740740740744,419,29,7:45 PM,Tamil Nadu,train,tamil nadu 112 emergency integrated alert perambur street erode at 745 pm female distress signal unit en route,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
239,"Camera network at Thoothukudi port road, Erode flagged repeated path overlap at 6:30 PM. Male subject tracked across 3 camera zones.",being_followed,0.925925925925926,784,39,6:30 PM,Tamil Nadu,train,camera network at thoothukudi port road erode flagged repeated path overlap at 630 pm male subject tracked across 3 camera zones,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
240,"AI body language analysis at Thoothukudi port road, Madurai: Subject shows defensive posture, looking over shoulder frequently. Time: 12:30 AM.",distress_signal,0.7407407407407409,63,39,12:30 AM,Tamil Nadu,train,ai body language analysis at thoothukudi port road madurai subject shows defensive posture looking over shoulder frequently time 1230 am,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
241,"AI behaviour score at Sivakasi fireworks factory road, Cuddalore: Walking speed increased 40% in last 2 minutes. Time: 8:00 PM. Flagged.",suspicious_behavior,0.2962962962962967,809,34,8:00 PM,Tamil Nadu,test,ai behaviour score at sivakasi fireworks factory road cuddalore walking speed increased 40 in last 2 minutes time 800 pm flagged,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20
242,"Tamil Nadu CCTV integration alert: Mathigiri isolated path, Namakkal at 11:30 PM. Cross-camera tracking active across 3 zones.",monitoring,0.44444444444444464,929,20,11:30 PM,Tamil Nadu,train,tamil nadu cctv integration alert mathigiri isolated path namakkal at 1130 pm crosscamera tracking active across 3 zones,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,23
243,"Pose estimation at Coimbatore Gandhipuram bus stop, Nagercoil (8:30 PM): Female subject exhibiting evasive movement. Threat assessment: ELEVATED.",suspicious_behavior,0.8148148148148149,755,5,8:30 PM,Tamil Nadu,train,pose estimation at coimbatore gandhipuram bus stop nagercoil 830 pm female subject exhibiting evasive movement threat assessment elevated,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20
244,"Command Centre to field unit: Respond to Marina Beach road, Coimbatore. Female pedestrian safety alert. Time: 9:00 PM. Priority: HIGH.",being_followed,0.8518518518518521,781,18,9:00 PM,Tamil Nadu,train,command centre to field unit respond to marina beach road coimbatore female pedestrian safety alert time 900 pm priority high,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
245,"TN-CH camera grid alert — Nagercoil bus stand area, Vellore: Behaviour anomaly at 11:30 PM. Female subject flagged for monitoring.",monitoring,0.2962962962962967,100,23,11:30 PM,Tamil Nadu,train,tnch camera grid alert nagercoil bus stand area vellore behaviour anomaly at 1130 pm female subject flagged for monitoring,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23
246,"Gait analysis: Female at Kumbakonam temple tank road, Vellore at 2:00 AM shows 82% distress probability. Vellore Police intervention recommended.",distress_signal,0.5185185185185186,571,16,2:00 AM,Tamil Nadu,train,gait analysis female at kumbakonam temple tank road vellore at 200 am shows 82 distress probability vellore police intervention recommended,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
247,"Gait analysis — Kumbakonam temple tank road, Chennai (12:00 AM): Female shows 78% distress probability. Chennai Police intervention recommended.",suspicious_behavior,0.6296296296296298,45,16,12:00 AM,Tamil Nadu,test,gait analysis kumbakonam temple tank road chennai 1200 am female shows 78 distress probability chennai police intervention recommended,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
248,"Stalking behaviour detected at Porur flyover footpath, Kumbakonam: Subject changed direction twice; follower replicated both turns. Time: 8:00 PM.",being_followed,0.925925925925926,353,30,8:00 PM,Tamil Nadu,train,stalking behaviour detected at porur flyover footpath kumbakonam subject changed direction twice follower replicated both turns time 800 pm,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20
249,"Woman at Cuddalore old town street, Tirunelveli at 11:00 PM near ATM. Transaction completed. Moving normally. Status: SAFE.",safe,0.592592592592593,270,6,11:00 PM,Tamil Nadu,train,woman at cuddalore old town street tirunelveli at 1100 pm near atm transaction completed moving normally status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23
250,"AI alert — Ammapet isolated street, Salem: Person shadowing female for 400 metres since 8:00 PM. Intervention dispatched.",being_followed,0.7037037037037042,827,0,8:00 PM,Tamil Nadu,train,ai alert ammapet isolated street salem person shadowing female for 400 metres since 800 pm intervention dispatched,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20
251,"Suspicious individual following female subject for 3+ minutes near Ammapet isolated street, Thanjavur at 1:00 AM. Police alerted immediately.",being_followed,0.5185185185185186,320,0,1:00 AM,Tamil Nadu,train,suspicious individual following female subject for 3 minutes near ammapet isolated street thanjavur at 100 am police alerted immediately,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
252,"Emergency response triggered at Namakkal lorry stand area, Hosur at 9:30 PM. Visual context sent to PCR van. ETA: 4 minutes.",being_followed,0.8518518518518521,516,24,9:30 PM,Tamil Nadu,train,emergency response triggered at namakkal lorry stand area hosur at 930 pm visual context sent to pcr van eta 4 minutes,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
253,"Woman at Tiruchengode night road, Salem at 11:30 PM near ATM. Transaction completed. Moving normally. Status: SAFE.",safe,0.18518518518518556,247,40,11:30 PM,Tamil Nadu,test,woman at tiruchengode night road salem at 1130 pm near atm transaction completed moving normally status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,23
254,"Camera network at Mathigiri isolated path, Tiruppur flagged repeated path overlap at 3:00 AM. Male subject tracked across 3 camera zones.",being_followed,0.0370370370370372,851,20,3:00 AM,Tamil Nadu,train,camera network at mathigiri isolated path tiruppur flagged repeated path overlap at 300 am male subject tracked across 3 camera zones,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
255,"AI pattern detection: Unknown male mirroring woman's path at Sivakasi fireworks factory road, Erode since 11:30 PM. High confidence tracking match.",being_followed,0.2592592592592595,18,34,11:30 PM,Tamil Nadu,train,ai pattern detection unknown male mirroring womans path at sivakasi fireworks factory road erode since 1130 pm high confidence tracking match,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
256,"Night patrol AI report — Tiruchengode night road, Vellore at 1:30 AM. Female pedestrian count: 1. App notification sent for escort service.",lone_walking_night,0.5555555555555558,150,40,1:30 AM,Tamil Nadu,train,night patrol ai report tiruchengode night road vellore at 130 am female pedestrian count 1 app notification sent for escort service,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
257,"Deep learning classifier — Karur textile market lane, Thanjavur: Subject accelerated pace 40% in 2 minutes. Time: 9:30 PM. Flagged HIGH.",distress_signal,0.37037037037037024,196,13,9:30 PM,Tamil Nadu,train,deep learning classifier karur textile market lane thanjavur subject accelerated pace 40 in 2 minutes time 930 pm flagged high,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,21
258,"Weapon-like object detected near female subject at Koyambedu market, Namakkal at 9:30 PM. Visual verification requested. Alert: HIGH.",threat_detected,0.925925925925926,72,15,9:30 PM,Tamil Nadu,train,weaponlike object detected near female subject at koyambedu market namakkal at 930 pm visual verification requested alert high,7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,21
259,"Command Centre to field unit: Respond to Mattuthavani stand, Kumbakonam. Female pedestrian safety alert. Time: 11:30 PM. Priority: HIGH.",being_followed,0.22222222222222276,582,21,11:30 PM,Tamil Nadu,train,command centre to field unit respond to mattuthavani stand kumbakonam female pedestrian safety alert time 1130 pm priority high,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23
260,Cuddalore Command Centre: Female being followed near Sivakasi fireworks factory road at 6:30 PM. Visual context sent to nearest PCR van.,being_followed,0.7777777777777781,329,34,6:30 PM,Tamil Nadu,train,cuddalore command centre female being followed near sivakasi fireworks factory road at 630 pm visual context sent to nearest pcr van,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
261,"Camera network at Perambur street, Karur flagged repeated path overlap at 7:45 PM. Male subject tracked across 3 camera zones.",being_followed,0.37037037037037024,834,29,7:45 PM,Tamil Nadu,train,camera network at perambur street karur flagged repeated path overlap at 745 pm male subject tracked across 3 camera zones,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,19
262,"Night patrol AI report — Papanasam dark street, Thoothukudi at 2:00 AM. Female pedestrian count: 1. App notification sent for escort service.",lone_walking_night,0.5185185185185186,776,27,2:00 AM,Tamil Nadu,train,night patrol ai report papanasam dark street thoothukudi at 200 am female pedestrian count 1 app notification sent for escort service,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
263,"AI pipeline triggered at Chromepet dark lane, Thoothukudi camera grid at 6:30 PM. Gender: Female. Activity: Walking alone. Threat score: 74/100.",monitoring,0.2962962962962967,768,4,6:30 PM,Tamil Nadu,train,ai pipeline triggered at chromepet dark lane thoothukudi camera grid at 630 pm gender female activity walking alone threat score 74100,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18
264,"Group of 3+ males surrounding female subject near Marina Beach road, Cuddalore at 2:30 AM. Subject movement restricted. Police dispatch initiated.",group_harassment,0.14814814814814836,356,18,2:30 AM,Tamil Nadu,train,group of 3 males surrounding female subject near marina beach road cuddalore at 230 am subject movement restricted police dispatch initiated,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
265,"NightWatch TN AI: Female detected at isolated VOC Park pathway, Nagercoil at 7:45 PM. Street patrol redirected to her route.",lone_walking_night,0.22222222222222276,349,44,7:45 PM,Tamil Nadu,train,nightwatch tn ai female detected at isolated voc park pathway nagercoil at 745 pm street patrol redirected to her route,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19
266,"Tamil Nadu SafeCity night log: Unaccompanied woman near Marina Beach road, Tiruchirappalli at 6:30 PM. Smart lights activated along path.",lone_walking_night,0.5185185185185186,919,18,6:30 PM,Tamil Nadu,train,tamil nadu safecity night log unaccompanied woman near marina beach road tiruchirappalli at 630 pm smart lights activated along path,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,18
267,"Camera network at Varadharaja Perumal temple road, Nagercoil flagged repeated path overlap at 9:00 PM. Male subject tracked across 3 camera zones.",being_followed,0.14814814814814836,517,46,9:00 PM,Tamil Nadu,train,camera network at varadharaja perumal temple road nagercoil flagged repeated path overlap at 900 pm male subject tracked across 3 camera zones,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,21
268,"Deep learning classifier — Madurai Meenakshi temple road, Sivakasi: Subject accelerated pace 40% in 2 minutes. Time: 12:30 AM. Flagged HIGH.",distress_signal,0.592592592592593,783,17,12:30 AM,Tamil Nadu,val,deep learning classifier madurai meenakshi temple road sivakasi subject accelerated pace 40 in 2 minutes time 1230 am flagged high,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
269,Automated alert to Hosur Police: Female safety concern at Karur textile market lane at 6:30 PM. GPS coordinates transmitted.,being_followed,0.592592592592593,284,13,6:30 PM,Tamil Nadu,val,automated alert to hosur police female safety concern at karur textile market lane at 630 pm gps coordinates transmitted,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
270,"Two-person tracking alert at RS Puram walkway, Hosur: Male suspect pursuing female pedestrian. Duration 5 minutes. Alert: CRITICAL.",being_followed,0.1111111111111116,825,31,5:45 PM,Tamil Nadu,train,twoperson tracking alert at rs puram walkway hosur male suspect pursuing female pedestrian duration 5 minutes alert critical,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
271,Automated alert to Tiruchirappalli Police: Female safety concern at Karur textile market lane at 9:30 PM. GPS coordinates transmitted.,being_followed,0.925925925925926,256,13,9:30 PM,Tamil Nadu,train,automated alert to tiruchirappalli police female safety concern at karur textile market lane at 930 pm gps coordinates transmitted,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,21
272,Real-time alert dispatched. Namakkal Police Unit notified of situation at Ammapet isolated street. Timestamp: 3:30 AM. TNSP coordinating.,being_followed,0.8518518518518521,620,0,3:30 AM,Tamil Nadu,train,realtime alert dispatched namakkal police unit notified of situation at ammapet isolated street timestamp 330 am tnsp coordinating,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
273,"Unknown vehicle following female pedestrian route near Tambaram railway station, Tiruchirappalli. Time: 8:00 PM. TN RTO plate analysis underway.",threat_detected,0.3333333333333339,645,37,8:00 PM,Tamil Nadu,val,unknown vehicle following female pedestrian route near tambaram railway station tiruchirappalli time 800 pm tn rto plate analysis underway,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20
274,CCTV alert — Tiruppur: Woman walking alone at Karur textile market lane at 1:30 AM. No other pedestrians within 50 metres.,lone_walking_night,0.592592592592593,407,13,1:30 AM,Tamil Nadu,train,cctv alert tiruppur woman walking alone at karur textile market lane at 130 am no other pedestrians within 50 metres,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
275,"AI behaviour score at Tiruppur SIDCO area, Sivakasi: Walking speed increased 40% in last 2 minutes. Time: 2:30 AM. Flagged.",suspicious_behavior,0.6296296296296298,893,43,2:30 AM,Tamil Nadu,train,ai behaviour score at tiruppur sidco area sivakasi walking speed increased 40 in last 2 minutes time 230 am flagged,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
276,"Two women walking together near RS Puram walkway, Erode at 11:00 PM. Well-lit area. System status: SAFE.",safe,0.0,873,31,11:00 PM,Tamil Nadu,train,two women walking together near rs puram walkway erode at 1100 pm welllit area system status safe,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
277,"Tamil Nadu SafeCity system: Female detected alone at Karur textile market lane, Hosur. Time: 6:30 PM. Escort service notification sent via app.",lone_walking_night,0.0,229,13,6:30 PM,Tamil Nadu,train,tamil nadu safecity system female detected alone at karur textile market lane hosur time 630 pm escort service notification sent via app,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18
278,"Female student group passing Peelamedu road, Vellore at 8:00 PM. Campus security visible nearby. SAFE.",safe,0.592592592592593,226,28,8:00 PM,Tamil Nadu,train,female student group passing peelamedu road vellore at 800 pm campus security visible nearby safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20
279,"Gait analysis: Female at Hosur industrial estate lane, Hosur at 10:45 PM shows 82% distress probability. Hosur Police intervention recommended.",distress_signal,0.37037037037037024,264,11,10:45 PM,Tamil Nadu,train,gait analysis female at hosur industrial estate lane hosur at 1045 pm shows 82 distress probability hosur police intervention recommended,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
280,"Woman displaying rapid head turns and looking back repeatedly at Tiruchengode night road, Chennai at 10:45 PM. Distress posture detected.",distress_signal,0.0,600,40,10:45 PM,Tamil Nadu,test,woman displaying rapid head turns and looking back repeatedly at tiruchengode night road chennai at 1045 pm distress posture detected,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
281,AI surveillance flagged lone woman walking near Virudhunagar bus stop in Salem at 4:00 AM. Nearest patrol unit notified.,lone_walking_night,0.592592592592593,485,49,4:00 AM,Tamil Nadu,train,ai surveillance flagged lone woman walking near virudhunagar bus stop in salem at 400 am nearest patrol unit notified,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4
282,"AI alert — Medical college lane, Tiruppur: Person shadowing female for 400 metres since 10:00 PM. Intervention dispatched.",being_followed,0.5185185185185186,923,22,10:00 PM,Tamil Nadu,train,ai alert medical college lane tiruppur person shadowing female for 400 metres since 1000 pm intervention dispatched,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,22
283,"Female pedestrian walking with companion near Guindy underpass, Tiruppur at 8:30 PM. No threats detected. Status: SAFE.",safe,0.666666666666667,555,10,8:30 PM,Tamil Nadu,train,female pedestrian walking with companion near guindy underpass tiruppur at 830 pm no threats detected status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
284,"Stalking behaviour detected at Palayamkottai night road, Karur: Subject changed direction twice; follower replicated both turns. Time: 5:45 PM.",being_followed,0.2592592592592595,15,26,5:45 PM,Tamil Nadu,train,stalking behaviour detected at palayamkottai night road karur subject changed direction twice follower replicated both turns time 545 pm,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,17
285,"Woman jogging with earphones at Marina Beach road, Hosur at 8:00 PM. Regular route. No suspicious activity. Status: NORMAL.",safe,0.592592592592593,707,18,8:00 PM,Tamil Nadu,train,woman jogging with earphones at marina beach road hosur at 800 pm regular route no suspicious activity status normal,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20
286,"Woman at Varadharaja Perumal temple road, Chennai at 10:00 PM near ATM. Transaction completed. Moving normally. Status: SAFE.",safe,0.7777777777777781,845,46,10:00 PM,Tamil Nadu,train,woman at varadharaja perumal temple road chennai at 1000 pm near atm transaction completed moving normally status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
287,"Vehicle slowing repeatedly near female pedestrian at Vellore CMC hospital road, Tiruchirappalli at 5:45 PM. TN licence plate captured. Police notified.",threat_detected,0.925925925925926,187,48,5:45 PM,Tamil Nadu,val,vehicle slowing repeatedly near female pedestrian at vellore cmc hospital road tiruchirappalli at 545 pm tn licence plate captured police notified,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,17
288,"CCTV log — Sivakasi fireworks factory road, Kanchipuram: Female pedestrian in group of 4. Well-lit street. Time: 3:30 AM. SAFE.",safe,0.0740740740740744,89,34,3:30 AM,Tamil Nadu,val,cctv log sivakasi fireworks factory road kanchipuram female pedestrian in group of 4 welllit street time 330 am safe,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
289,"Woman detected walking alone near Guindy underpass, Nagercoil at 3:30 AM. No companion visible. Area poorly lit. Tamil Nadu Police alert dispatched.",lone_walking_night,0.1111111111111116,126,10,3:30 AM,Tamil Nadu,val,woman detected walking alone near guindy underpass nagercoil at 330 am no companion visible area poorly lit tamil nadu police alert dispatched,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
290,"Encirclement behaviour detected at Thanjavur Big Temple road, Kumbakonam: Multiple individuals blocking path of lone woman. Alert raised at 3:00 AM.",group_harassment,0.8518518518518521,469,38,3:00 AM,Tamil Nadu,train,encirclement behaviour detected at thanjavur big temple road kumbakonam multiple individuals blocking path of lone woman alert raised at 300 am,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
291,"NightWatch TN AI: Female detected at isolated Bhavani river walkway, Tiruppur at 12:30 AM. Street patrol redirected to her route.",lone_walking_night,0.5185185185185186,32,3,12:30 AM,Tamil Nadu,train,nightwatch tn ai female detected at isolated bhavani river walkway tiruppur at 1230 am street patrol redirected to her route,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
292,"Tamil Nadu CCTV integration alert: Papanasam dark street, Coimbatore at 12:00 AM. Cross-camera tracking active across 3 zones.",monitoring,0.18518518518518556,653,27,12:00 AM,Tamil Nadu,train,tamil nadu cctv integration alert papanasam dark street coimbatore at 1200 am crosscamera tracking active across 3 zones,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
293,Real-time alert dispatched. Nagercoil Police Unit notified of situation at Vadapalani signal. Timestamp: 8:00 PM. TNSP coordinating.,being_followed,0.7777777777777781,723,45,8:00 PM,Tamil Nadu,train,realtime alert dispatched nagercoil police unit notified of situation at vadapalani signal timestamp 800 pm tnsp coordinating,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20
294,"Female pedestrian walking with companion near Kumbakonam temple tank road, Dindigul at 5:45 PM. No threats detected. Status: SAFE.",safe,0.7777777777777781,712,16,5:45 PM,Tamil Nadu,train,female pedestrian walking with companion near kumbakonam temple tank road dindigul at 545 pm no threats detected status safe,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17
295,"Female pedestrian walking with companion near Tambaram railway station, Hosur at 2:00 AM. No threats detected. Status: SAFE.",safe,0.7037037037037042,347,37,2:00 AM,Tamil Nadu,train,female pedestrian walking with companion near tambaram railway station hosur at 200 am no threats detected status safe,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
296,"AI pattern detection: Unknown male mirroring woman's path at Katpadi dark alley, Kanchipuram since 7:45 PM. High confidence tracking match.",being_followed,0.48148148148148184,792,14,7:45 PM,Tamil Nadu,train,ai pattern detection unknown male mirroring womans path at katpadi dark alley kanchipuram since 745 pm high confidence tracking match,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19
297,Thanjavur SafeCity alert: Eve-teasing behaviour flagged at Peelamedu road at 7:45 PM. All India Women Helpline 181 notified.,group_harassment,0.592592592592593,568,28,7:45 PM,Tamil Nadu,train,thanjavur safecity alert eveteasing behaviour flagged at peelamedu road at 745 pm all india women helpline 181 notified,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19
298,"Camera network at Madurai Meenakshi temple road, Cuddalore flagged repeated path overlap at 7:45 PM. Male subject tracked across 3 camera zones.",being_followed,0.592592592592593,525,17,7:45 PM,Tamil Nadu,train,camera network at madurai meenakshi temple road cuddalore flagged repeated path overlap at 745 pm male subject tracked across 3 camera zones,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
299,"Woman jogging with earphones at Mattuthavani stand, Cuddalore at 11:30 PM. Regular route. No suspicious activity. Status: NORMAL.",safe,0.0740740740740744,93,21,11:30 PM,Tamil Nadu,train,woman jogging with earphones at mattuthavani stand cuddalore at 1130 pm regular route no suspicious activity status normal,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
300,"Female subject near Vadapalani signal, Tirunelveli at 9:00 PM. Security escort confirmed by Tirunelveli Police. Status: SAFE.",safe,0.2962962962962967,400,45,9:00 PM,Tamil Nadu,val,female subject near vadapalani signal tirunelveli at 900 pm security escort confirmed by tirunelveli police status safe,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,21
301,"Camera node TN-ER-47 at Virudhunagar bus stop, Hosur detected abnormal motion at 7:45 PM. Female pedestrian in frame. Analysis running.",monitoring,0.8518518518518521,277,49,7:45 PM,Tamil Nadu,train,camera node tner47 at virudhunagar bus stop hosur detected abnormal motion at 745 pm female pedestrian in frame analysis running,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
302,"AI pattern detection: Unknown male mirroring woman's path at Tirunelveli junction footpath, Sivakasi since 1:00 AM. High confidence tracking match.",being_followed,0.666666666666667,846,42,1:00 AM,Tamil Nadu,train,ai pattern detection unknown male mirroring womans path at tirunelveli junction footpath sivakasi since 100 am high confidence tracking match,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
303,"SmartCity TN surveillance — Katpadi dark alley, Dindigul, 12:30 AM: Face anonymised. Gender: Female. Motion: Walking alone.",monitoring,0.0740740740740744,759,14,12:30 AM,Tamil Nadu,test,smartcity tn surveillance katpadi dark alley dindigul 1230 am face anonymised gender female motion walking alone,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
304,"AI pattern detection: Unknown male mirroring woman's path at Chromepet dark lane, Namakkal since 11:00 PM. High confidence tracking match.",being_followed,0.2592592592592595,647,4,11:00 PM,Tamil Nadu,train,ai pattern detection unknown male mirroring womans path at chromepet dark lane namakkal since 1100 pm high confidence tracking match,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,23
